

















"[1.1189790964126587, 0.8229759335517883, 4.952125323143264e-07]","[0.998430609703064, 0.8617943525314331, -0.05000586062669754]","[0.8636157512664795, 0.8151817321777344, -0.07215338200330734]","[0.7767701745033264, 0.7261370420455933, -0.09141116589307785]","[0.712578535079956, 0.629661500453949, -0.10897443443536758]","[0.8266679048538208, 0.575388491153717, -0.028891291469335556]","[0.706892192363739, 0.48874250054359436, -0.06558407843112946]","[0.627991795539856, 0.43244510889053345, -0.09941314160823822]","[0.5623008012771606, 0.37614905834198, -0.12663203477859497]","[0.8741713166236877, 0.48968127369880676, -0.03528030961751938]","[0.7670578956604004, 0.3569450378417969, -0.065900057554245]","[0.6981017589569092, 0.27412301301956177, -0.09976034611463547]","[0.6402056217193604, 0.2000333070755005, -0.1268623322248459]","[0.9393932819366455, 0.4397028982639313, -0.050352152436971664]","[0.8501545190811157, 0.2929753363132477, -0.08754657208919525]","[0.7863122224807739, 0.19972148537635803, -0.12039203196763992]","[0.727086067199707, 0.11920025944709778, -0.14572104811668396]","[1.022284984588623, 0.4152500629425049, -0.07008908689022064]","[0.9955878853797913, 0.28008347749710083, -0.10692135244607925]","[0.9675429463386536, 0.186874121427536, -0.12953029572963715]","[0.9343397617340088, 0.10372558236122131, -0.14662618935108185]"
"[1.1075602769851685, 0.8304547071456909, 5.32871581526706e-07]","[0.9965285658836365, 0.8673726320266724, -0.05296767130494118]","[0.867783784866333, 0.8223803043365479, -0.07650486379861832]","[0.7832220792770386, 0.7359925508499146, -0.09590612351894379]","[0.7175334692001343, 0.6432626843452454, -0.11397340148687363]","[0.8318082690238953, 0.5711845755577087, -0.03567695990204811]","[0.7146159410476685, 0.48582443594932556, -0.07182841747999191]","[0.6369916200637817, 0.42868873476982117, -0.10479771345853806]","[0.5729610919952393, 0.3714646100997925, -0.13092657923698425]","[0.8799212574958801, 0.4866034984588623, -0.040307704359292984]","[0.7759332656860352, 0.35582566261291504, -0.06967830657958984]","[0.7061103582382202, 0.2731408476829529, -0.10260339826345444]","[0.6465746164321899, 0.19732534885406494, -0.12911880016326904]","[0.9446864724159241, 0.43784287571907043, -0.05327923968434334]","[0.8612052798271179, 0.2925296425819397, -0.08902150392532349]","[0.7989143133163452, 0.19619682431221008, -0.1212678775191307]","[0.7393447756767273, 0.11026206612586975, -0.14639480412006378]","[1.023852825164795, 0.4163195788860321, -0.07104768604040146]","[1.0013009309768677, 0.28021812438964844, -0.10646791011095047]","[0.9778916239738464, 0.1830928921699524, -0.1280677169561386]","[0.9488963484764099, 0.09427815675735474, -0.14443440735340118]"
"[1.1131113767623901, 0.8195675611495972, 5.11156713400851e-07]","[0.9987249374389648, 0.8620353937149048, -0.05455173924565315]","[0.8659803867340088, 0.8250969648361206, -0.08019915223121643]","[0.7754260301589966, 0.7456859350204468, -0.10121619701385498]","[0.7037103772163391, 0.6543108820915222, -0.12009173631668091]","[0.8294180631637573, 0.5762361884117126, -0.03779220208525658]","[0.7107405662536621, 0.4890378415584564, -0.07676801085472107]","[0.6328292489051819, 0.43045538663864136, -0.11122302711009979]","[0.5681222677230835, 0.37170207500457764, -0.13847172260284424]","[0.8779699206352234, 0.49221283197402954, -0.042555179446935654]","[0.7727605104446411, 0.36464935541152954, -0.07764548808336258]","[0.7034223675727844, 0.28057822585105896, -0.11235304176807404]","[0.6442544460296631, 0.20124998688697815, -0.1388847976922989]","[0.9444954991340637, 0.4431530237197876, -0.056066595017910004]","[0.8561631441116333, 0.29937440156936646, -0.09784475713968277]","[0.7931654453277588, 0.20147812366485596, -0.13120116293430328]","[0.7334705591201782, 0.11166191101074219, -0.15535645186901093]","[1.0263301134109497, 0.4198988676071167, -0.07416249066591263]","[0.9953644275665283, 0.2827671766281128, -0.11378992348909378]","[0.9720379114151001, 0.18673837184906006, -0.13616038858890533]","[0.9430375099182129, 0.09829366207122803, -0.15211592614650726]"
"[1.1037226915359497, 0.8143649101257324, 5.955116080258449e-07]","[0.9822774529457092, 0.8592584133148193, -0.055215127766132355]","[0.8482464551925659, 0.8193361759185791, -0.08118483424186707]","[0.7527432441711426, 0.736799955368042, -0.10201337933540344]","[0.6712445616722107, 0.6575385928153992, -0.12059450149536133]","[0.8183549642562866, 0.5783082842826843, -0.04058552533388138]","[0.6927043199539185, 0.48637089133262634, -0.07948757708072662]","[0.6129830479621887, 0.4274718463420868, -0.11206991970539093]","[0.5480712652206421, 0.37001273036003113, -0.1372441202402115]","[0.8708699345588684, 0.4950154721736908, -0.04426804184913635]","[0.7613574266433716, 0.364876925945282, -0.07925098389387131]","[0.689813494682312, 0.2830212116241455, -0.11294690519571304]","[0.6311467289924622, 0.20698493719100952, -0.13809698820114136]","[0.9416566491127014, 0.4453405737876892, -0.05627060309052467]","[0.8466765880584717, 0.298251211643219, -0.09905869513750076]","[0.7813591957092285, 0.20370739698410034, -0.13172145187854767]","[0.7218546271324158, 0.11720496416091919, -0.15457944571971893]","[1.029132604598999, 0.4179469347000122, -0.07253875583410263]","[0.9994606375694275, 0.279590904712677, -0.1155509278178215]","[0.9729243516921997, 0.18383345007896423, -0.13905148208141327]","[0.9419740438461304, 0.09536001086235046, -0.15438278019428253]"
"[1.089655876159668, 0.8071800470352173, 6.776854206691496e-07]","[0.965311586856842, 0.8540934324264526, -0.06015057489275932]","[0.8293635845184326, 0.8100918531417847, -0.08671071380376816]","[0.7299732565879822, 0.7326932549476624, -0.10765303671360016]","[0.6483040452003479, 0.6601335406303406, -0.12596872448921204]","[0.8028690814971924, 0.5718599557876587, -0.040268924087285995]","[0.6745642423629761, 0.47930091619491577, -0.07952682673931122]","[0.593349277973175, 0.42104506492614746, -0.11300715804100037]","[0.5293961763381958, 0.3640519380569458, -0.13803952932357788]","[0.8549094796180725, 0.4885537922382355, -0.039603155106306076]","[0.7433009147644043, 0.3633956015110016, -0.07379691302776337]","[0.6698195934295654, 0.2826140224933624, -0.10752304643392563]","[0.6116887927055359, 0.2066650688648224, -0.1321365088224411]","[0.9246666431427002, 0.43711042404174805, -0.04785747453570366]","[0.8306630849838257, 0.291961133480072, -0.08902256935834885]","[0.7647837400436401, 0.20164284110069275, -0.12063765525817871]","[0.7076591849327087, 0.12098369002342224, -0.14199239015579224]","[1.0096665620803833, 0.40891897678375244, -0.061096690595149994]","[0.9799233675003052, 0.27039816975593567, -0.10205160826444626]","[0.9560474753379822, 0.17656868696212769, -0.12402399629354477]","[0.9314405918121338, 0.09054818749427795, -0.13748130202293396]"
"[1.0433406829833984, 0.7884882092475891, 7.182393915172725e-07]","[0.9108087420463562, 0.8332288265228271, -0.05076957121491432]","[0.7663496136665344, 0.801235556602478, -0.0743194967508316]","[0.6641333699226379, 0.7380406856536865, -0.09379090368747711]","[0.5836547017097473, 0.6656424403190613, -0.11067766696214676]","[0.7363752722740173, 0.5732895731925964, -0.033324699848890305]","[0.6114224195480347, 0.48190242052078247, -0.07003828138113022]","[0.5325590372085571, 0.42815646529197693, -0.10044921934604645]","[0.4657818377017975, 0.3817065954208374, -0.12313845008611679]","[0.7895655035972595, 0.48806196451187134, -0.038749322295188904]","[0.6724889278411865, 0.36005106568336487, -0.07076003402471542]","[0.5957450866699219, 0.2879193425178528, -0.10116879642009735]","[0.5312416553497314, 0.2257508635520935, -0.12270757555961609]","[0.8632947206497192, 0.43587547540664673, -0.05271013826131821]","[0.7546248435974121, 0.29446932673454285, -0.09263011813163757]","[0.6802891492843628, 0.21108031272888184, -0.12290621548891068]","[0.6133190393447876, 0.1363939642906189, -0.14304237067699432]","[0.9550480842590332, 0.40793728828430176, -0.0706733837723732]","[0.9120121002197266, 0.27123895287513733, -0.1104266345500946]","[0.8777238726615906, 0.1815367341041565, -0.130904421210289]","[0.8418780565261841, 0.09712269902229309, -0.14341212809085846]"
"[1.0076028108596802, 0.7773705124855042, 6.413215487555135e-07]","[0.8780179023742676, 0.8251080513000488, -0.05250686779618263]","[0.7381957769393921, 0.79644775390625, -0.07514216005802155]","[0.6331663727760315, 0.7336733341217041, -0.09419556707143784]","[0.5580054521560669, 0.6520742774009705, -0.1111365556716919]","[0.7030827403068542, 0.5701159238815308, -0.026474451646208763]","[0.576240599155426, 0.48637861013412476, -0.06349550932645798]","[0.4969743490219116, 0.43208688497543335, -0.09492869675159454]","[0.4320887327194214, 0.38063836097717285, -0.11906734108924866]","[0.7525773048400879, 0.48351696133613586, -0.030989376828074455]","[0.6304240226745605, 0.36335718631744385, -0.06594517081975937]","[0.5516112446784973, 0.2889590263366699, -0.09831211715936661]","[0.4876430630683899, 0.22340646386146545, -0.12098496407270432]","[0.8232877850532532, 0.42783674597740173, -0.04485014081001282]","[0.711608350276947, 0.29445576667785645, -0.0895487368106842]","[0.6373446583747864, 0.2114715576171875, -0.12117855995893478]","[0.5712639689445496, 0.136684387922287, -0.14113546907901764]","[0.914203405380249, 0.3927873969078064, -0.0629422664642334]","[0.863862931728363, 0.2605905830860138, -0.10694046318531036]","[0.825639545917511, 0.17340737581253052, -0.12888726592063904]","[0.7857353687286377, 0.09393337368965149, -0.141877219080925]"
"[1.0067805051803589, 0.7871568202972412, 4.85581836073834e-07]","[0.8790231347084045, 0.8264852166175842, -0.047642119228839874]","[0.7399359941482544, 0.7928835153579712, -0.0678388923406601]","[0.6382187008857727, 0.7311835885047913, -0.08535624295473099]","[0.5611610412597656, 0.6524288654327393, -0.10104778409004211]","[0.7042999863624573, 0.5669621825218201, -0.022219114005565643]","[0.5782230496406555, 0.4853344261646271, -0.056987907737493515]","[0.49853551387786865, 0.43529823422431946, -0.0879397913813591]","[0.433258056640625, 0.38703709840774536, -0.11243430525064468]","[0.7529659271240234, 0.48174065351486206, -0.02951158583164215]","[0.6339008212089539, 0.3645845353603363, -0.06132300943136215]","[0.5572522282600403, 0.2935936450958252, -0.09375698119401932]","[0.49487754702568054, 0.2320285141468048, -0.1176653504371643]","[0.8225114345550537, 0.4271942973136902, -0.04547059163451195]","[0.7147108912467957, 0.2931096851825714, -0.0850517526268959]","[0.6442187428474426, 0.2129431664943695, -0.11471578478813171]","[0.5796507596969604, 0.1412385106086731, -0.13530485332012177]","[0.9109840393066406, 0.39411431550979614, -0.06552760303020477]","[0.8623688220977783, 0.2664497196674347, -0.10525978356599808]","[0.824012041091919, 0.18221521377563477, -0.12504176795482635]","[0.7840903997421265, 0.10399052500724792, -0.13777248561382294]"
"[0.9766053557395935, 0.7699077129364014, 5.392561206463142e-07]","[0.8479709625244141, 0.8127211332321167, -0.04933417588472366]","[0.7045316100120544, 0.7849879264831543, -0.06929983198642731]","[0.600064754486084, 0.7245836853981018, -0.08631101250648499]","[0.5255557894706726, 0.6448897123336792, -0.1006418839097023]","[0.6692319512367249, 0.5664359331130981, -0.019058657810091972]","[0.5467193722724915, 0.48988932371139526, -0.053251173347234726]","[0.4724201261997223, 0.4407300353050232, -0.08250673860311508]","[0.4111745059490204, 0.39363521337509155, -0.105091892182827]","[0.7170964479446411, 0.48065096139907837, -0.024140723049640656]","[0.5963370203971863, 0.3692181706428528, -0.0548543855547905]","[0.5216292142868042, 0.297323077917099, -0.08330696076154709]","[0.45999935269355774, 0.23306059837341309, -0.10355626046657562]","[0.7851631045341492, 0.425071120262146, -0.0389428474009037]","[0.6757017374038696, 0.3001062870025635, -0.07993164658546448]","[0.6049236059188843, 0.22382402420043945, -0.10730761289596558]","[0.5397790670394897, 0.15322428941726685, -0.1244225800037384]","[0.8728928565979004, 0.3875342011451721, -0.058115169405937195]","[0.8201132416725159, 0.2638437747955322, -0.09804433584213257]","[0.7817913293838501, 0.18260827660560608, -0.11675668507814407]","[0.7404713034629822, 0.10760414600372314, -0.1278994232416153]"
"[0.9534748196601868, 0.763466477394104, 5.062232162345026e-07]","[0.8252286911010742, 0.8091349005699158, -0.04217306897044182]","[0.6801973581314087, 0.7771625518798828, -0.05956726148724556]","[0.5773205757141113, 0.7094770669937134, -0.07480388134717941]","[0.4995869994163513, 0.6412711143493652, -0.08825209736824036]","[0.6439716815948486, 0.5623958706855774, -0.02086588926613331]","[0.5203888416290283, 0.4869968891143799, -0.056823618710041046]","[0.4445257782936096, 0.4403332471847534, -0.08707190304994583]","[0.38066381216049194, 0.39452171325683594, -0.11000180244445801]","[0.6889735460281372, 0.4794009327888489, -0.02929704450070858]","[0.561650276184082, 0.3701673150062561, -0.0613691471517086]","[0.4812833070755005, 0.30279475450515747, -0.09046515822410583]","[0.4154612720012665, 0.2455766499042511, -0.11124859005212784]","[0.7553099989891052, 0.425740122795105, -0.04610105976462364]","[0.6463897824287415, 0.30644524097442627, -0.08603029698133469]","[0.570753276348114, 0.23171105980873108, -0.11334849894046783]","[0.5031660795211792, 0.16667664051055908, -0.13100504875183105]","[0.8419188261032104, 0.3891637623310089, -0.06669517606496811]","[0.7850174307823181, 0.26281630992889404, -0.10500084608793259]","[0.7406708598136902, 0.18179643154144287, -0.12328477948904037]","[0.6936469674110413, 0.11067888140678406, -0.134598508477211]"
